,tic,datadate,fyearq,fqtr,actq,lctq,dvpspq,saleq,cshoq,prccq,epsfiq,oancfy,ivncfy,fincfy,meanest,actual
14,AAL,30/06/2017,2017,1,10626,15286,0.1,9820,495.75,42.3,0.67,2250,-1849,-349,1.84,1.92
15,AAL,30/09/2017,2017,2,11016,16112,0.1,11227,487.662,50.32,1.75,3938,-3253,-621,1.4,1.42
16,AAL,31/12/2017,2017,3,10002,15307,0.1,10964,480,47.49,1.36,4307,-3069,-1220,0.9,0.95
17,AAL,31/03/2018,2017,4,9146,14964,0.1,10611,475.508,52.03,-1.22,4744,-3626,-1145,0.72,0.75
18,AAL,30/06/2018,2018,1,9673,17008,0.1,10401,467.39,51.96,0.34,1799,-956,-841,1.59,1.63
19,AAL,30/09/2018,2018,2,9176,16669,0.1,11643,460.502,37.96,1.2,2883,-1035,-1941,1.13,1.13
20,AAL,31/12/2018,2018,3,9498,16348,0.1,11559,460.559,41.33,0.81,2804,-1583,-1305,1.03,1.04
21,AAL,31/03/2019,2018,4,8637,18096,0.1,10938,460.611,32.11,0.7,3533,-1973,-1672,0.51,0.52
22,AAL,30/06/2019,2019,1,8654,19849,0.1,10584,444.216,31.76,0.41,1651,-480,-1109,1.8,1.82
23,AAL,30/09/2019,2019,2,9850,20123,0.1,11960,445.262,32.61,1.49,2387,-2413,70,1.4,1.42
24,AAL,31/12/2019,2019,3,9572,19560,0.1,11911,438.035,26.97,0.96,3215,-2882,-296,1.18,1.15
25,AAL,31/03/2020,2019,4,8206,18311,0.1,11313,428.203,28.68,0.95,3815,-2243,-1568,-2.21,-2.65
26,AAL,30/06/2020,2020,1,7175,19213,0.1,8515,422.887,12.19,-5.26,-168,-162,526,-7.56,-7.82
27,AAL,30/09/2020,2020,2,13789,18000,0,1622,508.556,13.07,-4.82,-1076,-6961,8214,-5.88,-5.54
28,AAL,31/12/2020,2020,3,12340,16584,0,3172,508.604,12.29,-4.71,-3680,-6038,9725,-4.09,-3.86
93,PNW,30/06/2017,2017,1,794.996,1193.813,0.655,677.728,111.558,83.38,0.21,140.051,-348.684,202.78,1.13,1.49
94,PNW,30/09/2017,2017,2,1068.204,1638.594,0.655,944.587,111.623,85.16,1.49,290.562,-688.24,393.75,2.32,2.46
95,PNW,31/12/2017,2017,3,1174.205,1303.143,0.655,1183.322,111.657,84.56,2.46,771.924,-1039.639,269.508,0.12,0.19
96,PNW,31/03/2018,2017,4,1016.288,1197.852,0.695,759.659,111.752,85.18,0.19,1118.036,-1428.537,315.512,0.12,0.03
97,PNW,30/06/2018,2018,1,957.404,1874.391,0.695,692.714,111.933,79.8,0.03,166.872,-361.093,195.769,1.48,1.48
98,PNW,30/09/2018,2018,2,1118.711,2238.885,0.695,974.123,111.972,80.56,1.48,395.802,-679.096,273.241,2.69,2.8
99,PNW,31/12/2018,2018,3,1207.19,1734.788,0.695,1268.034,111.999,79.18,2.8,959.763,-913.316,4.652,0.18,0.23
100,PNW,31/03/2019,2018,4,924.991,1648.964,0.7375,756.376,112.102,85.2,0.23,1277.144,-1192.824,-92.446,0.12,0.16
101,PNW,30/06/2019,2019,1,876.389,1591.304,0.7375,740.53,112.277,95.58,0.16,173.432,-254.513,81.424,1.54,1.28
102,PNW,30/09/2019,2019,2,1028.567,1900.961,0.7375,869.501,112.303,94.09,1.28,345.934,-527.638,177.586,3.04,2.77
103,PNW,31/12/2019,2019,3,1133.155,1586.746,0.7375,1190.787,112.346,97.07,2.77,834.761,-832.013,21.338,0.46,0.57
104,PNW,31/03/2020,2019,4,1030.03,2078.365,0.7825,670.391,112.436,89.93,0.57,956.726,-1130.977,178.768,0.16,0.27
105,PNW,30/06/2020,2020,1,1078.307,2295.488,0.7825,661.93,112.492,75.79,0.27,183.628,-341.16,210.388,1.37,1.71
106,PNW,30/09/2020,2020,2,1147.089,1496.363,0.7825,929.59,112.555,73.29,1.71,369.032,-652.521,279.969,2.69,3.07
107,PNW,31/12/2020,2020,3,1454.686,1244.784,0.7825,1254.501,112.59,74.55,3.07,772.019,-955.503,355.127,0.09,-0.17
177,ABT,30/06/2017,2017,1,19329,6646,0.265,6335,1735.272,44.41,0.24,574,-6154,-4399,0.6,0.62
178,ABT,30/09/2017,2017,2,19983,6803,0.265,6637,1737.443,48.61,0.16,1925,-6160,-4783,0.65,0.66
179,ABT,31/12/2017,2017,3,21377,7935,0.265,6829,1740.601,53.36,0.34,3930,-6466,-5169,0.73,0.74
180,ABT,31/03/2018,2017,4,20147,8912,0.265,7589,1743.602,57.07,-0.48,5570,-9618,-5281,0.58,0.59
181,ABT,30/06/2018,2018,1,14964,9010,0.28,7390,1753.188,59.92,0.23,1108,-238,-6455,0.71,0.73
182,ABT,30/09/2018,2018,2,14122,8951,0.28,7767,1754.319,60.99,0.41,2352,-537,-8086,0.75,0.75
183,ABT,31/12/2018,2018,3,18196,12776,0.28,7656,1756.333,73.36,0.32,4535,-860,-5615,0.81,0.81
184,ABT,31/03/2019,2018,4,14632,9012,0.28,7765,1755.619,72.33,0.37,6300,-1356,-10391,0.61,0.63
185,ABT,30/06/2019,2019,1,14409,9113,0.32,7535,1764.181,79.94,0.38,712,-396,-1142,0.8,0.82
186,ABT,30/09/2019,2019,2,15195,9062,0.32,7979,1767.398,84.1,0.56,1772,-894,-1591,0.84,0.84
187,ABT,31/12/2019,2019,3,16119,10491,0.32,8076,1768.456,83.67,0.53,3720,-1326,-2104,0.95,0.95
188,ABT,31/03/2020,2019,4,15667,10863,0.32,8314,1762.503,86.86,0.59,6136,-1815,-4289,0.71,0.65
189,ABT,30/06/2020,2020,1,15498,10808,0.36,7726,1768.845,78.91,0.31,715,-393,-735,0.41,0.57
190,ABT,30/09/2020,2020,2,17221,10959,0.36,7328,1770.53,91.43,0.3,2037,-1012,-77,0.9,0.98
191,ABT,31/12/2020,2020,3,17390,10257,0.36,8853,1772.362,108.83,0.69,4103,-1484,-1992,1.35,1.45
261,AMD,30/06/2017,2017,1,2498,1372,0,1178,942,14.55,-0.04,-299,-246,3,0,0.02
262,AMD,30/09/2017,2017,2,2511,1449,0,1151,947,12.48,-0.04,-381,-122,-1,0.07,0.1
263,AMD,31/12/2017,2017,3,2699,1591,0,1584,965,12.75,0.06,-315,-71,1,0.05,0.08
264,AMD,31/03/2018,2017,4,2622,1486,0,1340,967,10.28,-0.02,68,-114,-33,0.09,0.11
265,AMD,30/06/2018,2018,1,2751,1697,0,1647,969,10.05,0.08,-86,-46,-8,0.13,0.14
266,AMD,30/09/2018,2018,2,3099,1868,0,1756,975,14.99,0.11,-131,-124,20,0.12,0.13
267,AMD,31/12/2018,2018,3,3314,1878,0,1653,999,30.89,0.09,-36,-132,28,0.08,0.08
268,AMD,31/03/2019,2018,4,3540,1984,0,1419,1005,18.46,0.04,34,-170,28,0.05,0.06
269,AMD,30/06/2019,2019,1,3677,1764,0,1272,1082,25.52,0.01,-213,-173,286,0.08,0.08
270,AMD,30/09/2019,2019,2,3754,1804,0,1531,1086,30.37,0.03,-183,-180,248,0.18,0.18
271,AMD,31/12/2019,2019,3,3912,1864,0,1801,1114,28.99,0.11,51,-123,150,0.31,0.32
272,AMD,31/03/2020,2019,4,4597,2359,0,2127,1170,45.86,0.15,493,-149,43,0.18,0.18
273,AMD,30/06/2020,2020,1,4390,1985,0,1786,1171,45.48,0.14,-65,-73,2,0.16,0.18
274,AMD,30/09/2020,2020,2,5109,2434,0,1932,1174,52.61,0.13,178,-109,240,0.35,0.41
275,AMD,31/12/2020,2020,3,5500,2417,0,2801,1202,81.99,0.32,517,-658,-29,0.47,0.52
345,APD,31/03/2017,2017,1,3548.8,2929.8,0.86,1882.5,217.59,143.82,1.37,514.7,-257.5,-905,1.39,1.43
346,APD,30/06/2017,2017,2,5294.1,2602.3,0.86,1980.1,217.724,135.29,9.7,340.4,1798.2,-1592.3,1.59,1.65
347,APD,30/09/2017,2017,3,5347,2433.2,0.95,2121.9,217.957,143.06,0.46,845.4,1939.8,-1784.9,1.68,1.76
348,APD,31/12/2017,2017,4,5876.7,2489,0.95,2203.1,218.346,151.22,2.13,1567.9,2332.9,-1971.4,1.65,1.73
349,APD,31/03/2018,2018,1,5355.5,1831.6,0.95,2216.6,218.939,164.08,0.7,561,-484.9,-641.1,1.68,1.71
350,APD,30/06/2018,2018,2,5396.3,1752.3,0.95,2155.7,219.194,159.03,1.89,1107,-526.3,-815.6,1.84,1.95
351,APD,30/09/2018,2018,3,5055.5,2109.8,1.1,2259,219.272,155.73,2.15,1850.5,-1020.3,-1097.8,1.99,2
352,APD,31/12/2018,2018,4,5082.2,2338.3,1.1,2298.9,219.516,167.05,2.05,2541.9,-1630.5,-1359.8,1.87,1.86
353,APD,31/03/2019,2019,1,5089.9,2303.5,1.1,2224,219.631,160.05,1.57,655.2,-226.5,-289.8,1.87,1.92
354,APD,30/06/2019,2019,2,4895.2,2073,1.1,2187.7,220.133,190.96,1.9,1285.8,-882.1,-459.8,2.15,2.17
355,APD,30/09/2019,2019,3,4915.2,2155.2,1.16,2224,220.355,226.37,2.2,2003.4,-1435.5,-660.8,2.29,2.27
356,APD,31/12/2019,2019,4,4618.3,1820.9,1.16,2283.2,220.415,221.86,2.27,2969.9,-2113.4,-1370.5,2.08,2.14
357,APD,31/03/2020,2020,1,4719.7,1819,1.16,2254.7,220.678,234.99,2.14,667,-260.7,-270.3,2.1,2.21
358,APD,30/06/2020,2020,2,4688.5,1806.9,1.16,2216.3,220.855,199.61,2.15,1238.5,-706.4,-537.8,1.99,2.01
359,APD,30/09/2020,2020,3,9006.5,2591,1.34,2065.2,220.895,241.46,2.01,2013.2,-4330.9,4005.5,2.22,2.19
360,APD,31/12/2020,2020,4,8684.9,2416.7,1.34,2320.1,221.017,297.86,2.19,3264.7,-3560,3284.7,2.18,2.12
431,ALK,30/06/2017,2017,1,2213,2835,0.3,1740,123.729,92.22,0.75,470,-488,-127,2.51,2.51
432,ALK,30/09/2017,2017,2,2425,2974,0.3,2102,123.521,89.76,2.36,1084,-971,-243,2.32,2.24
433,ALK,31/12/2017,2017,3,2214,2765,0.3,2110,123.387,76.27,2.09,1357,-1142,-399,0.85,0.83
434,ALK,31/03/2018,2017,4,2146,2700,0.3,1942,123.061,73.51,2.55,1590,-1132,-592,0.12,0.14
435,ALK,30/06/2018,2018,1,2114,2992,0.32,1832,123.35,61.96,0.03,306,-164,-156,1.63,1.66
436,ALK,30/09/2018,2018,2,2216,3036,0.32,2156,123.204,60.39,1.56,726,-468,-347,1.81,1.91
437,ALK,31/12/2018,2018,3,2056,2888,0.32,2212,123.361,68.86,1.75,986,-333,-666,0.71,0.75
438,ALK,31/03/2019,2018,4,1787,2942,0.32,2064,123.194,60.85,0.19,1195,-631,-647,0.11,0.17
439,ALK,30/06/2019,2019,1,2001,3386,0.35,1876,123.504,56.12,0.03,468,-186,-171,2.13,2.17
440,ALK,30/09/2019,2019,2,2218,3534,0.35,2288,123.338,63.91,2.11,1033,-530,-363,2.46,2.63
441,ALK,31/12/2019,2019,3,2202,3346,0.35,2389,123.278,64.91,2.6,1381,-708,-538,1.41,1.46
442,ALK,31/03/2020,2019,4,2037,3201,0.35,2228,123,67.75,1.46,1722,-791,-813,-1.15,-0.82
443,ALK,30/06/2020,2020,1,2572,3730,0.375,1636,122.585,28.47,-1.89,33,-127,684,-3.6,-3.54
444,ALK,30/09/2020,2020,2,3244,4120,0,421,123.639,36.26,-1.74,321,-124,1091,-2.99,-3.23
445,ALK,31/12/2020,2020,3,4465,4207,0,701,123.661,36.63,-3.49,116,-767,2286,-2.63,-2.55
515,HON,30/06/2017,2017,1,23580,17281,0.665,9492,762.338,124.87,1.71,940,-604,-618,1.78,1.8
516,HON,30/09/2017,2017,2,24064,17981,0.665,10078,760.569,133.29,1.8,2387,-992,-1583,1.75,1.75
517,HON,31/12/2017,2017,3,24644,18225,0.665,10121,761.823,141.74,1.74,3794,-2191,-2387,1.84,1.85
518,HON,31/03/2018,2017,4,26002,18861,0.745,10843,750.9,153.36,-3.32,5966,-3574,-3516,1.9,1.95
519,HON,30/06/2018,2018,1,25587,18755,0.745,10392,746.93,144.51,1.89,1136,994,-1448,2.01,2.05
520,HON,30/09/2018,2018,2,24779,18018,0.745,10919,742.611,144.05,1.68,2997,1605,-3486,1.99,2.03
521,HON,31/12/2018,2018,3,26628,17900,0.745,10762,740.288,166.4,3.11,4875,1433,-3402,1.89,1.91
522,HON,31/03/2019,2018,4,24362,18924,0.82,9729,729.6,132.12,2.31,6434,1027,-5032,1.83,1.92
523,HON,30/06/2019,2019,1,24334,19593,0.82,8884,727.742,158.92,1.92,1134,-609,-1235,2.08,2.1
524,HON,30/09/2019,2019,2,23768,19894,0.82,9243,719.508,174.59,2.1,2812,-343,-3563,2.01,2.08
525,HON,31/12/2019,2019,3,26188,19915,0.82,9086,714.533,169.2,2.23,4283,-122,-2491,2.04,2.06
526,HON,31/03/2020,2019,4,24303,18098,0.9,9496,711.1,177,2.16,6897,-533,-6600,1.96,2.21
527,HON,30/06/2020,2020,1,22613,17377,0.9,8463,701.848,133.79,2.21,939,350,-2446,1.21,1.26
528,HON,30/09/2020,2020,2,28321,17341,0.9,7477,701.783,144.59,1.53,2419,-358,2741,1.49,1.56
529,HON,31/12/2020,2020,3,28200,17184,0.9,7797,701.686,164.61,1.07,3426,-410,1972,2,2.07
589,SWKS,31/03/2017,2017,1,2198.5,303.4,0.28,914.3,184.8,74.66,1.38,495.9,-60.6,-168.6,1.4,1.45
590,SWKS,30/06/2017,2017,2,2308.1,266.9,0.28,851.7,184.5,97.98,1.2,731.8,-115.5,-293.2,1.52,1.57
591,SWKS,30/09/2017,2017,3,2412,300.8,0.28,900.8,183.7,95.95,1.32,1045.9,-228.5,-457.2,1.75,1.82
592,SWKS,31/12/2017,2017,4,2633.7,387.9,0.32,984.6,183.1,101.9,1.51,1471.3,-325.9,-612.4,1.91,2
593,SWKS,31/03/2018,2018,1,2686.6,321.5,0.32,1051.9,182.4,94.95,0.38,360.8,-34.2,-261.9,1.6,1.64
594,SWKS,30/06/2018,2018,2,2810.9,318.5,0.32,913.4,182.1,100.26,1.5,795,-124.5,-406,1.59,1.64
595,SWKS,30/09/2018,2018,3,2631.4,358.3,0.32,894.3,179.7,96.65,1.57,1053,-809.2,-702.5,1.92,1.94
596,SWKS,31/12/2018,2018,4,2262.2,389.7,0.38,1008.4,177.4,90.71,1.58,1260.6,-1150.4,-993.7,1.85,1.83
597,SWKS,31/03/2019,2019,1,2208.5,357.3,0.38,972,174.1,67.02,1.6,549,171.5,-368.1,1.43,1.47
598,SWKS,30/06/2019,2019,2,2160.1,338.3,0.38,810.4,172.7,82.48,1.23,741.1,-96.6,-561.5,1.35,1.35
599,SWKS,30/09/2019,2019,3,2206.3,396.5,0.38,767,171.6,77.27,0.83,950.4,-235.1,-705.8,1.5,1.52
600,SWKS,31/12/2019,2019,4,2234.6,374,0.44,827.4,170.1,79.25,1.22,1367.4,-336.9,-912.5,1.65,1.68
601,SWKS,31/03/2020,2020,1,2346.5,333.2,0.44,896.1,170.5,120.88,1.5,398.4,-180.5,-141,1.34,1.34
602,SWKS,30/06/2020,2020,2,2220.8,362.2,0.44,766.1,167.5,89.38,1.06,678.8,-136.5,-481.2,1.12,1.25
603,SWKS,30/09/2020,2020,3,2337.4,401.1,0.44,736.7,167.1,127.86,0.77,937.5,-391,-606.5,1.52,1.85
604,SWKS,31/12/2020,2020,4,2317.6,448.4,0.5,956.8,165.6,145.5,1.46,1204.5,-581.4,-907.7,2.07,3.36
649,HES,30/06/2017,2017,1,4171,2126,0.25,1257,317.916,48.21,-1.07,349,-290,-105,-1.32,-1.41
650,HES,30/09/2017,2017,2,4270,2118,0.25,1198,317.844,43.87,-1.46,514,-691,-63,-1.29,-1.16
651,HES,31/12/2017,2017,3,4083,2214,0.25,1348,317.754,46.89,-2.02,602,-601,-207,-0.86,-1.01
652,HES,31/03/2018,2017,4,6157,2435,0.25,1663,315.054,47.47,-8.57,945,1358,-188,-0.52,-0.27
653,HES,30/06/2018,2018,1,5014,1904,0.25,1346,308.055,50.62,-0.38,210,-422,-909,-0.26,-0.23
654,HES,30/09/2018,2018,2,4694,1945,0.25,1534,299.688,66.89,-0.48,635,-906,-1668,-0.01,0.38
655,HES,31/12/2018,2018,3,4501,1958,0.25,1793,296.253,71.58,-0.18,1058,-901,-2000,-0.31,-0.31
656,HES,31/03/2019,2018,4,4459,2203,0.25,1650,291.435,40.5,-0.05,1939,-1566,-2526,-0.26,0.09
657,HES,30/06/2019,2019,1,3834,2271,0.25,1572,304.281,60.23,0.09,238,-680,48,-0.05,-0.09
658,HES,30/09/2019,2019,2,3684,2332,0.25,1660,304.481,63.57,-0.02,913,-1297,-102,-0.24,-0.32
659,HES,31/12/2019,2019,3,3398,2344,0.25,1580,304.706,60.48,-0.7,1356,-2018,-169,-0.38,-0.6
660,HES,31/03/2020,2019,4,3156,2510,0.25,1683,304.955,66.81,-0.73,1642,-2843,52,-0.5,-0.6
661,HES,30/06/2020,2020,1,4270,1947,0.25,1354,307.158,33.3,-8,445,-818,908,-1.04,-1.05
662,HES,30/09/2020,2020,2,3115,1564,0.25,833,307.144,51.81,-1.05,711,-1388,778,-0.56,-0.71
663,HES,31/12/2020,2020,3,3136,1426,0.25,1159,307.077,40.93,-0.8,847,-1814,707,-0.26,-0.58
727,AEP,30/06/2017,2017,1,3616.4,7914.5,0.59,3933.3,491.712,67.13,1.2,806.8,844.8,-1687.1,0.89,0.75
728,AEP,30/09/2017,2017,2,3809,8392.2,0.59,3576.5,491.837,69.47,0.76,1717,-375.7,-1379.4,1.22,1.1
729,AEP,31/12/2017,2017,3,4067.8,7322,0.59,4104.7,491.842,70.24,1.11,3124.2,-1676.6,-1314.2,0.79,0.85
730,AEP,31/03/2018,2017,4,4253.1,8271.3,0.62,3810.4,492.006,73.57,0.81,4270.4,-3656.4,-604.9,1,0.96
731,AEP,30/06/2018,2018,1,4135,9471.4,0.62,4048.3,492.512,68.59,0.92,802.2,-1927.8,1029.5,0.89,1.01
732,AEP,30/09/2018,2018,2,4570.1,9058.3,0.62,4013.2,492.927,69.25,1.07,2006.8,-3238.9,1206.8,1.21,1.26
733,AEP,31/12/2018,2018,3,4692.4,8426.2,0.62,4333.1,493.097,70.88,1.17,3932.6,-4688.7,1281,0.71,0.72
734,AEP,31/03/2019,2018,4,4113.9,8648.8,0.67,3801.1,493.246,74.74,0.74,5223.2,-6353.6,1161.9,1.1,1.19
735,AEP,30/06/2019,2019,1,3914.8,7990.6,0.67,4056.8,493.428,83.75,1.16,808.3,-1582.8,693.5,0.99,1
736,AEP,30/09/2019,2019,2,4061.3,8357.1,0.67,3573.6,493.758,88.01,0.93,1800.8,-3595,1739.7,1.26,1.46
737,AEP,31/12/2019,2019,3,4166.4,8611.2,0.67,4315,493.936,93.69,1.48,3349.9,-5357.6,2053.4,0.6,0.6
738,AEP,31/03/2020,2019,4,4077.8,10299.1,0.7,3616,494.169,94.51,0.31,4270.1,-7144.5,2862.9,1.19,1.02
739,AEP,30/06/2020,2020,1,5292,11654.7,0.7,3747.5,495.208,79.98,1,615.7,-1766,2388.5,1.01,1.08
740,AEP,30/09/2020,2020,2,4273.2,10122,0.7,3494,496.011,79.64,1.05,1746.2,-3247.6,1573.5,1.46,1.47
741,AEP,31/12/2020,2020,3,4338.2,9047.2,0.7,4066.4,496.347,81.73,1.5,2922.2,-4707.3,1816.3,0.76,0.87
812,AME,30/06/2017,2017,1,1787.443,1016.798,0.09,1007.682,230.108,54.08,0.6,142.444,-348.252,51.884,0.62,0.65
813,AME,30/09/2017,2017,2,1789.273,995.146,0.09,1064.604,230.795,60.57,0.65,341.408,-546.697,-23.194,0.62,0.66
814,AME,31/12/2017,2017,3,2024.483,1270.341,0.09,1084.799,231.117,66.04,0.66,580.394,-562.425,-42.989,0.67,0.7
815,AME,31/03/2018,2017,4,1934.655,1138.663,0.09,1143.085,231.194,72.47,1.03,833.259,-625.817,-329.171,0.72,0.78
816,AME,30/06/2018,2018,1,1960.205,1159.923,0.14,1172.647,231.579,75.97,0.78,177.402,-253.574,-27.055,0.78,0.83
817,AME,30/09/2018,2018,2,2018.126,1182.517,0.14,1208.935,231.897,72.16,0.83,380.542,-401.728,-55.548,0.78,0.83
818,AME,31/12/2018,2018,3,1998.615,969.901,0.14,1192.962,232.116,79.12,0.82,629.355,-424.253,-317.228,0.84,0.86
819,AME,31/03/2019,2018,4,1836.144,1258.704,0.14,1271.328,227.111,67.7,0.91,925.518,-1210.044,13.04,0.96,1
820,AME,30/06/2019,2019,1,1924.644,1007.228,0.14,1287.691,227.841,82.97,0.89,196.257,-17.75,-165.865,1.02,1.05
821,AME,30/09/2019,2019,2,2127.153,978.558,0.14,1289.412,228.346,90.84,0.94,442.578,-39.611,-191.522,1.01,1.06
822,AME,31/12/2019,2019,3,2272.184,1110.519,0.14,1276.633,228.593,91.82,0.96,772.214,-173.352,-207.926,1.03,1.08
823,AME,31/03/2020,2019,4,2025.771,1425.858,0.14,1304.821,229.083,99.74,0.96,1114.422,-1150.925,72.913,0.97,1.02
824,AME,30/06/2020,2020,1,2774.491,1477.671,0.18,1202.218,229.432,72.02,1.22,270.752,115.557,486.649,0.73,0.84
825,AME,30/09/2020,2020,2,2517.135,1017.453,0.18,1011.922,229.63,89.37,0.72,585.368,104.791,56.396,0.93,1.01
826,AME,31/12/2020,2020,3,2643.018,1403.494,0.18,1126.942,230.065,99.4,0.88,895.098,98.689,-84.718,1.03,1.08
897,AMGN,30/06/2017,2017,1,46456,10523,1.15,5464,736.1,164.07,2.79,2385,-157,-2111,3.11,3.27
898,AMGN,30/09/2017,2017,2,48442,7815,1.15,5810,730.7,172.23,2.91,4711,-1970,-3353,3.11,3.27
899,AMGN,31/12/2017,2017,3,49752,8193,1.15,5773,726.6,186.45,2.76,8165,-3946,-4460,3.02,2.89
900,AMGN,31/03/2018,2017,4,49476,9020,1.15,5802,722.2,173.9,-5.89,11177,-4024,-6594,3.24,3.47
901,AMGN,30/06/2018,2018,1,40689,10479,1.32,5554,666.4,170.48,3.25,2727,14906,-11692,3.54,3.83
902,AMGN,30/09/2018,2018,2,37970,11205,1.32,6059,649,184.59,3.48,4829,17844,-16342,3.45,3.69
903,AMGN,31/12/2018,2018,3,38320,12432,1.32,5904,640.5,207.29,2.86,8102,18976,-18922,3.27,3.42
904,AMGN,31/03/2019,2018,4,37618,13488,1.32,6230,629.6,194.67,3.01,11296,14339,-22490,3.48,3.56
905,AMGN,30/06/2019,2019,1,35151,12706,1.45,5557,614.4,189.98,3.18,1845,3555,-4987,3.58,3.97
906,AMGN,30/09/2019,2019,2,30746,10622,1.45,5871,602.1,184.28,3.57,3259,6300,-10979,3.51,3.66
907,AMGN,31/12/2019,2019,3,31051,10737,1.45,5737,596.2,193.51,3.27,6636,11672,-13838,3.52,3.64
908,AMGN,31/03/2020,2019,4,18440,12835,1.45,6197,591.4,241.07,2.85,9150,5709,-15767,3.77,4.17
909,AMGN,30/06/2020,2020,1,18813,11827,1.6,6161,588,202.73,3.07,2134,-230,-254,3.82,4.25
910,AMGN,30/09/2020,2020,2,22895,10523,1.6,6206,586.4,235.86,3.05,4976,-2389,521,3.8,4.37
911,AMGN,31/12/2020,2020,3,22661,9953,1.6,6423,583.5,254.16,3.43,8344,-4017,-1277,3.41,3.81
981,ADI,30/04/2017,2017,1,7233.733,811.626,0.42,984.449,309.207,74.94,0.69,314.492,1769.754,1982.551,0.84,1.03
982,ADI,31/07/2017,2017,2,7535.467,5449.282,0.45,1147.982,367.011,76.2,0.27,835.956,-7031.049,10971.676,1.15,1.26
983,ADI,31/10/2017,2017,3,2188.643,1101.077,0.45,1433.902,367.668,79.01,0.18,471.673,-6604.978,6118.718,1.36,1.45
984,ADI,31/01/2018,2017,4,2351.338,1596.332,0.45,1541.17,368.636,91.3,0.93,1112.592,-6618.014,5628.578,1.29,1.42
985,ADI,30/04/2018,2018,1,2177.746,1236.548,0.45,1566.87,369.804,91.88,0.78,388.688,-64.5,-548.026,1.38,1.45
986,ADI,31/07/2018,2018,2,2188.274,1432.863,0.48,1563.502,370.897,87.35,1.06,1107.182,-170.49,-1178.171,1.46,1.53
987,ADI,31/10/2018,2018,3,2116.557,1338.883,0.48,1558.189,371.67,96.14,1.08,1727.92,-224.979,-1777.296,1.52,1.55
988,ADI,31/01/2019,2018,4,2112.126,1406.138,0.48,1536.128,370.16,83.71,1.08,2442.361,-313.998,-2358.042,1.28,1.33
989,ADI,30/04/2019,2019,1,1985.18,849.955,0.48,1541.101,368.314,98.86,0.95,371.767,-96.215,-486.149,1.3,1.36
990,ADI,31/07/2019,2019,2,2080.489,1365.035,0.54,1526.602,369.761,116.24,0.98,1042.649,-170.787,-975.069,1.22,1.26
991,ADI,31/10/2019,2019,3,2007.058,1483.68,0.54,1480.143,369.406,117.46,0.97,1595.196,-229.429,-1569.684,1.22,1.19
992,ADI,31/01/2020,2019,4,1985.126,1508.632,0.54,1443.219,368.302,106.63,0.74,2253.1,-293.186,-2126.794,1,1.03
993,ADI,30/04/2020,2020,1,1911.179,1770.542,0.54,1303.565,368.22,109.75,0.55,349.648,-54.732,-289.572,1.04,1.08
994,ADI,31/07/2020,2020,2,2051.293,1582.002,0.62,1317.06,368.425,109.6,0.72,778.689,-116.284,-525.282,1.24,1.36
995,ADI,31/10/2020,2020,3,2485.237,1687.776,0.62,1456.136,369.166,114.85,0.97,1335.889,-149.781,-744.442,1.32,1.44
996,ADI,31/01/2021,2020,4,2517.688,1364.986,0.62,1526.295,369.485,118.53,1.04,2008.487,-180.523,-1420.608,1.31,1.44
1067,APA,30/06/2017,2017,1,3426,1898,0.25,1512,380.435,51.39,0.56,455,-93,-218,0,-0.21
1068,APA,30/09/2017,2017,2,4647,2873,0.25,1387,380.928,47.93,1.5,1206,-529,-387,0,0.04
1069,APA,31/12/2017,2017,3,3769,2465,0.25,1279,380.938,45.8,0.16,1760,-623,-572,0.22,0.33
1070,APA,31/03/2018,2017,4,3725,2564,0.25,1574,380.955,42.22,1.19,2428,-1416,-721,0.36,0.32
1071,APA,30/06/2018,2018,1,3253,2342,0.25,1735,382.147,38.48,0.38,615,-890,-316,0.39,0.5
1072,APA,30/09/2018,2018,2,3139,2312,0.25,1911,382.459,46.75,0.51,1728,-1914,-510,0.48,0.63
1073,APA,31/12/2018,2018,3,2785,2207,0.25,1953,381.568,47.67,0.21,2734,-2840,-969,0.24,0.31
1074,APA,31/03/2019,2018,4,2687,2201,0.25,1732,374.696,26.25,-1,3777,-3944,-787,0.13,0.1
1075,APA,30/06/2019,2019,1,2504,2374,0.25,1648,375.91,34.66,-0.12,598,-938,-47,0.17,0.11
1076,APA,30/09/2019,2019,2,2791,2262,0.25,1608,375.956,28.97,-0.96,1454,-1832,213,-0.2,-0.29
1077,APA,31/12/2019,2019,3,1971,1921,0.25,1466,376.022,25.6,-0.45,2089,-2783,143,-0.06,0.08
1078,APA,31/03/2020,2019,4,1961,1855,0.25,1734,376.063,25.59,-7.89,2867,-3446,112,-0.2,-0.13
1079,APA,30/06/2020,2020,1,1908,2025,0.25,1241,377.424,4.18,-11.86,502,-509,188,-0.97,-0.74
1080,APA,30/09/2020,2020,2,1658,1710,0.025,577,377.458,13.5,-1.02,586,-917,219,-0.37,-0.16
1081,APA,31/12/2020,2020,3,1719,1382,0.025,1136,377.46,9.47,-0.02,890,-1276,301,-0.12,-0.05
1150,AAPL,31/03/2017,2017,1,103332,84130,0.57,78351,5255.423,115.82,3.36,27056,-19122,-12047,0.51,0.525
1151,AAPL,30/06/2017,2017,2,101990,73342,0.57,52896,5205.815,143.66,2.1,39579,-33324,-11582,0.39,0.4175
